//Flight 0
//Date 2008/04/28
Random  Base1
  3.110694           49821.40 
  3.110833           50488.30 
  3.110972           51252.80 
  3.111111           48902.10 
  3.111250           54294.20 
  3.111389           48217.60 
  3.111528           49156.80 
  3.111667           47698.10 
  3.111806           46556.90 
  3.111944           47221.60 
  3.112083           46645.30 
  3.112222           48475.20 
  3.112361           48915.60 
  3.112500           48742.60 
  3.112639           47800.60 
  3.112778           51006.00 
  3.112917           50518.80 
  3.113056           51519.60 
  3.113194           48565.70 
  3.113333           47727.50 
  3.113472           49100.80 
  3.113611           52013.10 
  3.113750           53269.20 
  3.113889           50729.10 
  3.114028           51458.70 
  3.114167           50557.60 
  3.114306           51050.50 
  3.114444           51486.30 
  3.114583           51481.20 
  3.114722           51486.10 
  3.114861           51475.00 
  3.115000           51476.20 
  3.115139           50531.80 
  3.115278           49629.90 
  3.115417           51233.20 
  3.115556           50343.50 
  3.115694           46091.00 
  3.115833           49204.70 
  3.115972           47022.10 
  3.116111           48156.70 
  3.116250           43965.00 
  3.116389           44929.30 
  3.116528           48442.10 
  3.116667           43022.10 
  3.116806           44012.40 
  3.116944           47292.30 
  3.117083           45567.70 
  3.117222           46820.80 
  3.117361           46622.10 
  3.117500           48254.60 
  3.117639           48440.40 
  3.117778           46819.80 
  3.117917           48707.70 
  3.118056           42575.10 
  3.118194           48189.30 
  3.118333           43998.30 
  3.118472           51470.40 
  3.118611           51265.20 
  3.118750           51048.40 
  3.118889           51230.80 
  3.119028           51467.20 
  3.119167           51498.30 
  3.119306           51493.50 
  3.119444           51493.30 
  3.119583           51493.50 
  3.119722           51493.50 
  3.119861           51494.40 
  3.120000           51493.20 
  3.120139           51493.40 
  3.120278           51493.50 
  3.120417           51311.80 
  3.120556           50323.00 
  3.120694           50091.50 
  3.120833           49644.60 
  3.120972           50997.90 
  3.121111           51241.00 
  3.121250           51495.30 
  3.121389           51490.70 
  3.121528           50768.50 
  3.121667           51503.70 
  3.121806           51495.30 
  3.121944           51493.70 
  3.122083           51494.00 
  3.122222           51491.80 
  3.122361           51494.30 
  3.122500           51498.50 
  3.122639           51495.10 
  3.122778           51012.70 
  3.122917           51202.00 
  3.123056           51301.80 
  3.123194           51468.30 
  3.123333           51239.50 
  3.123472           51253.10 
  3.123611           51495.00 
  3.123750           51503.90 
  3.123889           51493.30 
  3.124028           51468.10 
  3.124167           51490.70 
  3.124306           51489.40 
  3.124444           51483.50 
  3.124583           51483.40 
  3.124722           51497.70 
  3.124861           51474.20 
  3.125000           51495.60 
  3.125139           51505.20 
  3.125278           49813.50 
  3.125417           51295.10 
  3.125556           50315.60 
  3.125694           49452.20 
  3.125833           50123.80 
  3.125972           50048.20 
  3.126111           49579.20 
  3.126250           51273.60 
  3.126389           50330.90 
  3.126528           51229.90 
  3.126667           51243.10 
  3.126806           51274.10 
  3.126944           51506.30 
  3.127083           51252.80 
  3.127222           51294.80 
  3.127361           50842.70 
  3.127500           51480.20 
  3.127639           50985.60 
  3.127778           51512.30 
  3.127917           51489.60 
  3.128056           51500.30 
  3.128194           51500.10 
  3.128333           51493.60 
  3.128472           51492.00 
  3.128611           51491.60 
  3.128750           51709.70 
  3.128889           51488.40 
  3.129028           51293.00 
  3.129167           50763.20 
  3.129306           50753.90 
  3.129444           50677.80 
  3.129583           51034.50 
  3.129722           51488.30 
  3.129861           51483.50 
  3.130000           51495.70 
  3.130139           51493.30 
  3.130278           51491.70 
  3.130417           51476.70 
  3.130556           51487.10 
  3.130694           51493.70 
  3.130833           51489.30 
  3.130972           51491.90 
  3.131111           51492.60 
  3.131250           51492.50 
  3.131389           51490.80 
  3.131528           51496.00 
  3.131667           51493.10 
  3.131806           51494.60 
  3.131944           51498.20 
  3.132083           51495.90 
  3.132222           51492.50 
  3.132361           51489.90 
  3.132500           51490.30 
  3.132639           51489.10 
  3.132778           51490.90 
  3.132917           51490.40 
  3.133056           51490.00 
  3.133194           51491.20 
  3.133333           51491.30 
  3.133472           51492.20 
  3.133611           51492.30 
  3.133750           51491.90 
  3.133889           51491.90 
  3.134028           51492.60 
  3.134167           51490.90 
  3.134306           51491.10 
  3.134444           51490.30 
  3.134583           51490.80 
  3.134722           51491.00 
  3.134861           51492.10 
  3.135000           51490.10 
  3.135139           51490.10 
  3.135278           51490.90 
  3.135417           51491.30 
  3.135556           51492.40 
  3.135694           51490.70 
  3.135833           51490.80 
  3.135972           51491.00 
  3.136111           51491.70 
  3.136250           51490.30 
  3.136389           51492.30 
  3.136528           51491.30 
  3.136667           51492.20 
  3.136806           51491.20 
  3.136944           51491.30 
  3.137083           51492.20 
  3.137222           51490.30 
  3.137361           51491.70 
  3.137500           51492.40 
  3.137639           51491.20 
  3.137778           51492.00 
  3.137917           51492.70 
  3.138056           51491.00 
  3.138194           51490.80 
  3.138333           51492.10 
  3.138472           51489.50 
  3.138611           51491.40 
  3.138750           51491.00 
  3.138889           51492.20 
  3.139028           51491.20 
  3.139167           51491.30 
  3.139306           51491.90 
  3.139444           51490.70 
  3.139583           51490.80 
  3.139722           51491.60 
  3.139861           51490.60 
  3.140000           51491.00 
  3.140139           51496.70 
  3.140278           51242.20 
  3.140417           51476.50 
  3.140556           51467.50 
  3.140694           51495.60 
  3.140833           51491.80 
  3.140972           51489.30 
  3.141111           51491.80 
  3.141250           51491.60 
  3.141389           51491.10 
  3.141528           51491.90 
  3.141667           51492.60 
  3.141806           51490.90 
  3.141944           51491.10 
  3.142083           51491.10 
  3.142222           51329.20 
  3.142361           51490.60 
  3.142500           51489.30 
  3.142639           51489.70 
  3.142778           51491.20 
  3.142917           51490.40 
  3.143056           51492.50 
  3.143194           51491.90 
  3.143333           51491.40 
  3.143472           51462.40 
  3.143611           51492.90 
  3.143750           51491.80 
  3.143889           51491.50 
  3.144028           51490.40 
  3.144167           51489.50 
  3.144306           51490.80 
  3.144444           51491.80 
  3.144583           51491.00 
  3.144722           51492.70 
  3.144861           51492.80 
  3.145000           51493.30 
  3.145139           51491.40 
  3.145278           51266.80 
  3.145417           51476.20 
  3.145556           51490.70 
  3.145694           51491.20 
  3.145833           51491.20 
  3.145972           51492.60 
  3.146111           51490.20 
  3.146250           51491.00 
  3.146389           51490.80 
  3.146528           51489.50 
  3.146667           51490.80 
  3.146806           51490.50 
  3.146944           51479.70 
  3.147083           50822.40 
  3.147222           51490.20 
  3.147361           51035.40 
  3.147500           50997.60 
  3.147639           51487.10 
  3.147778           51518.70 
  3.147917           51488.60 
  3.148056           51490.10 
  3.148194           51491.20 
  3.148333           51491.50 
  3.148472           51492.40 
  3.148611           51490.30 
  3.148750           51492.80 
  3.148889           51490.60 
  3.149028           51492.20 
  3.149167           51491.30 
  3.149306           51490.70 
  3.149444           51490.70 
  3.149583           51492.20 
  3.149722           51491.50 
  3.149861           51491.80 
  3.150000           51491.40 
  3.150139           51492.70 
  3.150278           51490.90 
  3.150417           51491.20 
  3.150556           51492.30 
  3.150694           51491.90 
  3.150833           51490.50 
  3.150972           51491.50 
  3.151111           51484.50 
  3.151250           51491.80 
  3.151389           50828.20 
  3.151528           51024.80 
  3.151667           51260.20 
  3.151806           51031.10 
  3.151944           51485.60 
